addr,file_offset,region,runtime,frame_onto,frame_over,access,window
0x07D0,0x2A60F,pd-image,0xA60F,24,0,read x1,"movx a,@dptr ; inc a ; mov r7,a ; lcall 0x9850"
0x07D0,0x2A678,pd-image,0xA678,22,2,"read x1, write x1","movx a,@dptr ; inc a ; movx @dptr,a ; ljmp 0xa571"
0x07D0,0x2AD3C,pd-image,0xAD3C,24,0,read x1,"movx a,@dptr ; mov r3,a ; mov 0xf0,#0x17 ; mul ab ; add a,#0x31 ; mov 0x82,a ; clr a"
0x07D0,0x2C2FA,pd-image,0xC2FA,24,0,write x1,"mov a,r7 ; movx @dptr,a ; mov 0xf0,#0x5e ; mul ab ; add a,#0xf8 ; mov 0x82,a ; clr a"
0x07D0,0x2C30F,pd-image,0xC30F,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0x8a4a"
0x07D0,0x2C317,pd-image,0xC317,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xee8b"
0x07D0,0x2C322,pd-image,0xC322,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xb3ed"
0x07D0,0x2C335,pd-image,0xC335,24,0,read x1,"movx a,@dptr ; lcall 0xad75"
0x07D0,0x2C34B,pd-image,0xC34B,24,0,read x1,"movx a,@dptr ; mov r3,a ; lcall 0xad75"
0x07D0,0x2C36E,pd-image,0xC36E,24,0,read x1,"movx a,@dptr ; mov r7,a ; ljmp 0xae9c"
0x07D0,0x2C38F,pd-image,0xC38F,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xd72e"
0x07D0,0x2C39F,pd-image,0xC39F,24,0,read x1,"movx a,@dptr ; mov r7,a ; ret"
0x07D0,0x2D0AA,pd-image,0xD0AA,24,0,DPTR handed to lcall 0xb159 -- direction unresolved here,"mov a,#0x06 ; lcall 0xb159"
0x07D0,0x2DA9B,pd-image,0xDA9B,24,0,write x1,"mov a,r7 ; movx @dptr,a ; mov 0xf0,#0x77 ; mul ab ; lcall 0x5950"
0x07D0,0x2DAB5,pd-image,0xDAB5,24,0,DPTR handed to lcall 0x5719 -- direction unresolved here,lcall 0x5719
0x07D0,0x2DAC4,pd-image,0xDAC4,24,0,DPTR handed to lcall 0x578e -- direction unresolved here,lcall 0x578e
0x07D0,0x2DACF,pd-image,0xDACF,24,0,"read x2, walks 2 consecutive bytes (inc dptr)","movx a,@dptr ; mov r7,a ; inc dptr ; movx a,@dptr ; mov r5,a ; lcall 0x590e"
0x07D0,0x2DBEE,pd-image,0xDBEE,24,0,write x1,"movx @dptr,a"
0x07D0,0x2DC05,pd-image,0xDC05,22,2,read x1,"movx a,@dptr ; mov r7,a ; mov r3,#0x0b ; mov r5,#0x01 ; lcall 0xc901"
0x07D0,0x2DC11,pd-image,0xDC11,21,3,read x1,"movx a,@dptr ; mov r7,a"
0x07D0,0x2DC20,pd-image,0xDC20,24,0,"read x1, write x1","movx a,@dptr ; inc a ; movx @dptr,a ; sjmp +0xca"
0x07D0,0x2E8D4,pd-image,0xE8D4,24,0,write x1,"mov a,r7 ; movx @dptr,a ; mov r6,#0x00 ; mov r7,#0x17 ; push 0x06 ; push 0x07 ; mov r5,#0x00"
0x07D0,0x2E8F9,pd-image,0xE8F9,22,2,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xf604"
